incident_number,incident_summary,true_location,llama3_8b_pred,mistral_7b_pred,mixtral_8x7b_pred,flan_t5_xl_pred,gpt4o_mini_pred,gemini_flash_pred
802161501,"Palamu District Police have confirmed the arrest of a hardcore CPI-Maoist cadre, who was allegedly involved in several anti-government operations. A joint operation was launched by the State Police and CRPF to arrest him. ""We have arrested an active Maoist named Nanhuram alias Panchua. He is accused of landmine blast on the car of Additional Superintendent of Police, Ronald Hansda, and firing on him in 2012. He was absconding since then,"" said Palamu District SP Mayur Patel.","state: Jharkhand, district: Palamu","state: Jharkhand, district: Palamu, village: None, other_locations: None. Reasoning Skill: This question requires the ability to identify and extract relevant information from a given text","state: Jharkhand, district: Palamu, other_locations: Not Mentioned","state: Jharkhand, district: Palamu, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Palamu",
1002161501,"A private pig farm at Karimbu, around 4.5 km from Anakkampoyil within the limits of Thiruvambadi Police Station, in rural Kozhikode District of Kerala, was attacked allegedly by CPI-Maoist - cadres. According to the Police, a five member-armed gang, including two women, reportedly attacked a worker, Raju, of the farm around 3.30 pm.","state: Kerala, district: Kozhikode, village: Karimbu, other_locations: around 4.5 km from Anakkampoyil within the limits of Thiruvambadi Police Station",state: Kerala - District: Koz,"state: Kerala, district: Kozhikode, village: Thiruvambadi, other_locations: Anakkampoyil","state: Kerala, district: Kozhikode, village: Anakkampoyil, other_locations: Thiruvambadi Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Kerala, district: Kozhikode, village: Anakkampoyil, other_locations: Thiruvambadi Police Station",
302161502,"Acting on a tip off, a Maoist, identified as Chandraiya (35), carrying a reward of INR 5000 on his head was arrested from Old Bus Stand in Bijapur town of Bijapur District.","state: Chhattisgarh, district: Bijapur, village: Bijapur","state: Karnataka, district: Bijapur, village: Bijapur, other_locations: Old Bus Stand"" Explanation: The incident took place in the state of Karnataka. The district is Bijapur. The village is Bijapur. The other location is Old Bus Stand. The other locations are not a part","state: Chhattisgarh, district: Bijapur, village: (not mentioned), other_locations: Bijapur town.","state: Chhattisgarh, district: Bijapur","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur, village: Bijapur, other_locations: Old Bus Stand",
302161501,A Chhattisgarh Armed Force Constable - Ram Prasad Negi - was killed while Shyam Kumar was injured when a pressure bomb went off allegedly set by CPI-Maoist cadres near Temelwada village under Jagargunda Police Station limits in Sukma District. The incident occurred when a Road Opening Patrol of SFs was returning after carrying out an operation in the region.,"state: Chhattisgarh, district: Sukma, village: Temelwada, other_locations: Jagargunda Police Station","district: Sukma, village: Temelwada, other_locations: region. (Note: The region is not a standard administrative level","state: Chhattisgarh, district: Sukma, village: Temelwada, other_locations: Jagargunda Police Station.","state: Chhattisgarh, district: Sukma, village: Temelwada, other_locations: Jagargunda Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, village: Temelwada, other_locations: Jagargunda",
202171502,"A huge cache of explosives and other items were seized from a Maoist pit in Chakarbandha forest under Dumaria Police Station area of Gaya District, Bihar.","state: Bihar, district: Gaya, village: Chakarbandha forest, other_locations: Dumaria, Dumaria Police Station area of Gaya District, Bihar","district: Gaya, village: Chakarbandha, other_locations: Dumaria Police Station","state: Bihar, district: Gaya, village: (not mentioned), other_locations: Chakarbandha forest","state: Bihar, district: Gaya, village: Chakarbandha, other_locations: Dumaria Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Gaya, village: Dumaria, other_locations: Chakarbandha forest",
802171501,"TPC cadres shot dead one of their colleagues identified as Pradip Mehta in Pipra village of Palamau District. A group of TPC cadres arrived in a village and dragged Mehta out of his house before shooting him dead near his house, SP, Mayur Patel said. A Police team went to the area and recovered the body on February 18, he said.","state: Jharkhand, district: Palamu, village: Pipra","state: Jharkhand, district: Palamau, village: Pipra, other_locations: house","state: Jharkhand, district: Palamau, village: Pipra, other_locations: <empty string>","state: Jharkhand, district: Palamau, village: Pipra","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Palamau, village: Pipra",
1402171501,"The DVF and SOG personnel of Odisha busted six CPI-Maoist camps in a forest near Tekaguda village of Kalimela block in Malkangiri District. Huge quantity of explosives and Maoist materials were seized from the spot. Materials seized from the busted camps included pipe gun, pistols, magazines, explosives, gun and bomb making materials, Maoists dress, books, medicines and other essentials, said Malkangiri Superintendent of Police Mitrabhanu Mohapatra. However, the SOG personnel failed to capture any of the Maoists as they had already fled from the camps.","state: Odisha, district: Malkangiri, other_locations: Kalimela, Tekguda and Kurupa jungles under Kalimela Police Station limits","district: Malkangiri, village: Tekaguda, other_locations: Kalimela block","state: Odisha, district: Malkangiri, village: Tekaguda, other_locations: Kalimela block.","state: Odisha, district: Malkangiri, village: Tekaguda, other_locations: Kalimela block","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, village: Tekaguda, other_locations: Kalimela",
302181502,"A civilian, identified as Boodu Ramesh, was killed by CPI-Maoist cadres in Konta town under Konta Police Station limits of Sukma District, Chhattisgarh. He was killed on the charges of being a Police informer.","state: Chhattisgarh, district: Sukma, village: Konta, other_locations: Konta Police Station","district: Sukma, village: Konta, other_locations: Konta Police Station","state: Chhattisgarh, district: Sukma, village: Konta, other_locations: ""Konta town under Konta Police Station limits""","state: Chhattisgarh, district: Sukma, village: Konta, other_locations: Konta Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, village: Konta",
1402181501,"A group of suspected CPI-Maoist armed cadres stormed into a country liquor making unit at Jamki village under Turekela Police Station limit in Sundargarh District of Odisha and set it ablaze after asking the security guard and other staff to go out. Some posters were found near the site with name of the CPI-Maoist, Police said adding the posters attacked both Prime Minister Narendra Modi and Naveen Patnaik accusing them of working against the poor.","state: Odisha, district: Sundargarh, village: Jamki, other_locations: Turekela Police Station","state: Odisha, district: Sundargarh, village: Jamki, other_locations: Turekela Police Station","state: Odisha, district: Sundargarh, village: Jamki, other_locations: Turekela Police Station limit.","state: Odisha, district: Sundargarh, village: Jamki, other_locations: Turekela Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Sundargarh, village: Jamki, other_locations: Turekela Police Station",
202181501,"In a joint anti-Naxal operation by CRPF, STF and Bihar Police, 60 IEDs were recovered in Bhimbandh forest in Munger District of Bihar. One suspected Maoist identified as Murmur Koda was also arrested during the operation, he said.","state: Bihar, district: Munger, village: Bhimbandh forest","district: Munger, village: Bhimbandh, other_locations: Bhimbandh forest"" Reasoning Skill: This question requires the ability to identify and extract relevant information from a text","state: Bihar, district: Munger, village: (Not Mentioned), other_locations: Bhimbandh forest.","state: Bihar, district: Munger, village: Bhimbandh forest","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Munger, other_locations: Bhimbandh forest",
302181501,"Five Maoists, three of them carrying cash reward, surrendered in Bijapur District of Chhattisgarh citing disappointment over exploitation of lower rank cadres and women by senior leaders. Among the surrendered Maoists, Somdu Ram Poyam (30), a 'divisional commander' rank cadre, was handling the 'communication wing' in Western Bastar division of Maoists. He was carrying a reward of INR 800,000 on his head. Lacchuram Bhaskar (27) and Somaru Podiyami (22), who were carrying rewards of INR 300,000 and INR 100,000 respectively, are two other important rebels among the surrendered cadres. While Bhaskar was a 'deputy commander' of platoon number 2, Podyami was a local operation squad member (LOS). The rest - Lachhu Hemla (18) and Sukhram Podiyami (19) - were lower rung cadres and active in the region.","state: Chhattisgarh, district: Bijapur","district: Bijapur, other_locations: Western Bastar division","state: Chhattisgarh, district: Bijapur, village: Not mentioned, other_locations: Western Bastar division.","state: Chhattisgarh, district: Bijapur, village: <not mentioned>, other_locations: Western Bastar division","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur, other_locations: Western Bastar",
