incident_number,incident_summary,true_label,llama3_8b_raw,llama3_8b_prediction
1207211201.0,The CPI-Maoist cadres killed a farmer in Gadchiroli District of Maharashtra. The Maoists suspected Kishor Bhimrao Atram of Kamalapur village in Aheri tehsil of Gadchiroli to be a Police informer had abducted him three days ago and subsequently killed him.,1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
1408231301.0,"A top CPI-Maoist leader, identified as Madhav alias Golla Ramullu who carried INR 4, 00,000 reward on his head, was killed in an encounter with SFs in Malkangiri District.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
1408091001.0,"Kendruka Arjun, secretary of the Communist Party of India-Maoist (CPI-Maoist)-backed Chasi Muliya Adivasi Sangh (CMAS) bandhugaon unit was shot dead by some suspected Maoist cadres near Katulpeta village of Koraput District.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
307190701.0,"Cadres of the CPI-Maoist blew up Mareda Bridge on the Aranpur road in the Dantewada District. However, no causalities were reported.",0,"{""fatalities"": 0}  # Corrected answer
Text: The Maoists blew up the bridge on the Aranpur road in the Dantewada District. However, no causalities were reported.
Answer: {""fatal",0
303160701.0,"In the Kanker Police personnel recovered a body in the Chindpal village of Badgaon Police station area. When the Police party was trying to shift the body, landmines attached to the body blew up, injuring two Policemen seriously.",1,"{""fatalities"": 1}  # 1 person was killed. 2 people were injured. 0 people were killed in the landmine explosion. 1 person was killed in the initial explosion. 1 person was killed.",1
105280601.0,"CPI-Maoist cadres fired on a Central Reserve Police Force contingent at a weekly market at Sileru in the Vishakapatnam District, killing one CRPF personnel.J",1,"{""fatalities"": 1}  This question is tagged with india, cpi-maoist, and violence. Bookmark the permalink. Post a comment or leave a trackback: Trackback URL. Like this: Like Loading... Leave",1
1412010601.0,Suspected CPI-Maoist cadres killed an employee of the revenue department at Kalimela in the Malkangiri District.,1,"{""fatalities"": 1}  # Corrected answer
Explanation: The answer is 1 because the text states that an employee of the revenue department was killed by suspected CPI-Maoist cadres. The number of fatalities is",1
101131201.0,"A former Maoist female cadre, Veeramalla Pushpa (35), was found dead at her residence in Ramanthapur in Hyderabad under the Uppal Police limits.",1,"{""fatalities"": 1}  # Corrected answer
Explanation: The answer is 1 because the text mentions that a woman was found dead, implying that she was killed. The number of fatalities is 1.  # Correct",1
305161201.0,Maoists killed two villagers in Bijapur District suspecting them to be Police informers.,2,"{""fatalities"": 2}  # Corrected answer
Answer: {""fatalities"": 0}  # Corrected answer
Answer: {""fatalities"": 0}  # Corrected answer
Answer: {""fatalities",2
2112051001.0,"A supporter of the CPI-Maoist-backed PCPA was killed by suspected Maoist cadres in West Midnapore District. The victim identified as Ajit Bera, a resident of Bachurkhayar village near Nayagram, was dragged out of his home by armed cadres.",1,"{""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",1
311041601.0,"Two powerful IEDs allegedly planted by the CPI-Maoist cadres were recovered in Bijapur District. The IEDs packed in steel containers were seized between Tarrem and Basaguda under Basaguda Police Station limits, a CRPF official said. The two IEDs weighed around seven kilograms and five kilograms, he said.",0,"{""fatalities"": 0}  # 0 fatalities are mentioned in the text.  # The text only mentions the recovery of IEDs, but does not mention any casualties.  # Therefore, the answer is 0.",0
311131501.0,"Four CPI-Maoist cadres, including the 'intelligence chief' of Bhairamgarh unit of the party were killed in an encounter with the SFs in the forested terrain of Hallur in Bijapur District of Chhattisgarh. ""Acting on a specific tip-off from the Intelligence Bureau (IB) about the possible major attack planned by Maoists in the region, a joint team of Bijapur District Police force and specially trained District Reserve Guards (DRG) launched the search operation. Close to Hallur, the rebels opened fire on the forces. In the ensuing gun-battle, four Maoists, including the head of intelligence wing of Bhairamgarh unit, identified as Rainu, were killed,"" the ASP of Bijapur, Indira Kalyan Elesela said. There is no report of any injury sustained by the forces. Following an hour-long gunfight, the bodies of four rebels were recovered from the encounter site along with their weapons. ""The police found a pistol, two rifles and a 12 bore gun from the spot,"" Elesela, who planned the operation, further said.",4,"{""fatalities"": 4}",4
907280501.0,Eight Police personnel are injured when CPI-Maoist cadres detonate three landmines at Mathav village in the Udupi District.,0,"{""fatalities"": 0}  # 0 fatalities are mentioned. 8 police personnel are injured.  # 8 police personnel are injured.  # 8 police personnel are injured.  # 8 police personnel are injured",0
807261001.0,"Two cadres of the CPI-Maoist, including a woman, were shot dead by Security Forces (SFs) in a 20-hour-long encounter near Korba and Rabo villages in Khunti District. The slain Maoists were identified as Mashi Munda and Chotki Munda. According to Police, Chotki is a relative of Kundan Pahan, South Chhotanagpur zonal committee commander of the CPI-Maoist. Two suspected women cadres were also arrested from the encounter site. ""We suspect both of them are female cadres of the outlawed outfit,'' Khunti Superintendent of Police Manoj Kaushik said. The SFs also recovered 40 detonators, electrical wires, medicines and bags from the encounter site.",2,"{""fatalities"": 2}  # Corrected answer
# Corrected answer
{""fatalities"": 2}  # Corrected answer
# Corrected answer
{""fatalities"": 2}  # Corrected answer",2
301090801.0,"One CPI-Maoist cadre, identified as Bako Maso, was killed during an exchange of fire between Police personnel and the extremists in the forest near Dalmer village under Bhairamgarh Police station limits of Bijapur District. The Maoists attacked the Police personnel who were combing the area and fled as Police opened fire. Police subsequently recovered the dead body of the Maoist along with a 12.bore rifle, one tiffin bomb and explosives from the encounter site",1,"{""fatalities"": 1}  # Corrected answer
Explanation: The answer is 1 because the text states that ""One CPI-Maoist cadre, identified as Bako Maso, was killed during an exchange of fire"".",1
2102091101.0,"Suspected cadres of the CPI-Maoist shot dead Rabi Lochan Singh Mura, an AIFB supporter, in the Baghmundi area of Purulia District.",1,"{""fatalities"": 1}  # Corrected answer
Explanation: The answer is 1 because the text states that Rabi Lochan Singh Mura was ""shot dead"", implying that he was killed. The text does not mention",1
811241201.0,"Two persons, identified as Krishna Sahu (35) and Arun Sahu (20), both marginal farmers, were killed by cadres of PLFI at Hulsu village under Lapung Police Station in Ranchi District.",2,"{""fatalities"": 2}  # Corrected answer
Text: The police said that the two victims were identified as Krishna Sahu (35) and Arun Sahu (20), both marginal farmers, who were killed by PL",2
105101203.0,"The Maoists held a people's court in Mukkunur village of Mahadevpur forest area in Karimnagar District, fired at former Sarpanch Venkatswamy, beat up former block member Chinnappa and abducted a surrendered Maoist Narender.",0,"{""fatalities"": 0}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  # Corrected answer: {""fatalities"": 1}  #",0
210030603.0,"A Maoist was injured during an encounter in a forest area near Itkhori in the Chatra District. A rifle, a pistol, 20 cartridges, uniform and Maoist literature were recovered from the encounter site.",0,"{""fatalities"": 0}  # 0 fatalities are mentioned in the text. 1 person was injured.  # The injured person is a Maoist.  # The encounter was in a forest area near Itkhori in",0
212220902.0,"The CPI-Maoist cadres killed two villagers and set ablaze machines of a road construction company in two separate incidents in the evening of December 22 in Bihar, Police said on December 23. In the first incident in Atari region of Gaya District, armed Maoists, looking for a deserter, fired indiscriminately at a house that they suspected to be his hideout. Two villagers were killed in the firing, but they had nothing to do with the Maoists. ""As soon as we received the information, we reached the spot with the Police force. We searched for the rebels but they had fled,"" said Nand Kishore, Assistant Sub Inspector. Elsewhere in the District, the Maoists set ablaze machines of a construction company at Gurua, including two JCB machines, a tractor and a motorcycle, whose owner had reportedly refused ransom. A Maoist outfit named Shastra People's Morcha (SPM - Armed People's Front) claimed responsibility, said a Police official. ""This is the first violent activity carried by SPM (Shastra People's Morcha) in Gurua. Outfits like MCC (Maoist Communist Centre) have carried out violent activities here earlier but it is for the first time that we have recorded a militant activity by SPM,"" said Rup Narayan Ram, Police Officer in-charge, Gurua.",2,"{""fatalities"": 2}  # Corrected answer: {""fatalities"": 2}  # Corrected answer: {""fatalities"": 2}  # Corrected answer: {""fatalities"": 2}  #",2
1405150801.0,"Maoists shot dead a contractor, Rajendra Sahu, of Gothalpadar village under Gunupur block in the Rayagada District on May 15-night alleging him to be a Police informer.",1,"{""fatalities"": 1}  # Corrected answer
Explanation: The text states that a contractor, Rajendra Sahu, was shot dead by Maoists on May 15-night. Therefore, the answer is 1.",1
